LOC101900034,PH4alphaMP
LOC101900206,PH4alphaSG2
LOC101895551,X
LOC101895728,PH4alphaEFB
LOC101898319,spdo
LOC101895904,CDase
LOC101896642,CG2224
LOC101896822,aralar1
LOC101900382,X
LOC101900555,CG15537
LOC101897228,X
LOC109612625,X
LOC101897683,CG15533
LOC101900732,X
LOC101900910,X
LOC101897855,CG2218
LOC101898495,agt
LOC131802327,X
LOC101898145,X
LOC131802333,X
LOC109613591,X
LOC131802334,X
LOC101898813,Fer2LCH
LOC101898530,Fer1HCH
LOC131802338,X
LOC131802344,X
LOC131802341,X
LOC131805075,X
LOC109611744,X
TRNAP-UGG,X
TRNAL-UAG,X
TRNAL-UAG_1,X
TRNAL-UAG_2,X
TRNAL-UAG_3,X
LOC131800573,X
LOC131805265,X
LOC101901261,X
LOC101901426,X
LOC101900970,X
LOC101901591,CG9737
LOC131805335,X
LOC101897252,X
LOC101897074,X
LOC131802368,X
LOC131805356,X
LOC131805382,X
LOC101896841,X
LOC101890326,CG15803
LOC101890668,hmw
LOC131802392,X
LOC131802401,X
TRNAP-UGG_1,X
TRNAP-UGG_2,X
TRNAP-UGG_3,X
TRNAP-UGG_4,X
TRNAP-UGG_5,X
LOC131802408,X
LOC131802414,X
LOC131802422,X
LOC131800375,X
LOC101894813,X
CYB1,X
CYB2,X
LOC101894330,X
LOC131802438,X
LOC131805405,X
LOC105261948,X
LOC101899473,CG5447
LOC101900319,X
LOC101899297,X
LOC101899006,NPFR
LOC101900144,X
LOC101899972,X
LOC101899798,X
LOC101899631,X
LOC101889963,X
LOC109614480,X
LOC101888748,Osi6
LOC101888924,X
LOC101890129,X
LOC101889107,X
LOC101890296,X
LOC131805636,X
LOC101890469,X
LOC101890637,X
LOC109614479,X
LOC101890810,X
LOC101889285,X
LOC101890984,X
LOC131802470,X
LOC101891327,X
LOC101891506,X
LOC101891689,X
LOC101889459,X
LOC101891857,X
LOC101892031,X
LOC101889621,X
LOC101892203,CG10298
LOC101891923,X
LOC131802481,X
LOC101889791,X
LOC101892099,SmD2
LOC101892271,CG18048
TRNAF-GAA,X
TRNAF-GAA_1,X
TRNAF-GAA_2,X
TRNAF-GAA_3,X
TRNAF-GAA_4,X
TRNAF-GAA_5,X
TRNAF-GAA_6,X
TRNAF-GAA_7,X
TRNAF-GAA_8,X
TRNAF-GAA_9,X
TRNAF-GAA_10,X
TRNAF-GAA_11,X
TRNAF-GAA_12,X
TRNAF-GAA_13,X
TRNAF-GAA_14,X
TRNAF-GAA_15,X
TRNAF-GAA_16,X
TRNAF-GAA_17,X
TRNAL-AAG,X
LOC131806038,X
LOC101897444,Dip-B
LOC101897612,CG9286
LOC101897951,CG42375
LOC101897788,CG9288
LOC101898118,X
LOC101898296,Cht5
LOC101898467,X
LOC109611704,X
LOC101898640,Npc2b
LOC101898812,X
LOC101901130,PK1-R
LOC131802598,X
LOC101901295,CG12402
LOC101901453,Kif19A
LOC101898987,Abi
LOC101899400,CG8507
LOC101899572,Epp
LOC101901617,Nsun5
LOC101899731,CG42359
LOC101901787,nanos
LOC101899905,CG11779
LOC101887327,H
LOC101900071,Pi3K92E
LOC101900248,Lrrk
LOC101887494,GluRIIE
LOC101900775,Nep4
LOC101900952,Cpr92F
LOC105261470,X
LOC101891175,X
LOC101893396,X
LOC131806827,X
LOC101889608,X
LOC101893475,X
LOC101892388,l(3)87Df
LOC101892100,X
LOC101892560,CG8132
LOC101892728,Phyhd1
LOC101892905,Skel
LOC101893201,X
LOC105261766,X
LOC101893587,AP-1sigma
LOC101893755,GluProRS
LOC131807187,X
LOC101894208,CG7950
LOC101894032,X
LOC101895425,spn-A
LOC101894380,X
LOC101894543,Jasper
LOC101888879,X
LOC131802753,X
LOC101888699,X
LOC109612168,X
LOC101888523,X
LOC131800540,X
LOC131802756,X
LOC101901577,Zip99C
LOC101901189,X
LOC131802771,X
LOC105261682,X
LOC101888183,X
LOC131802773,X
LOC131802774,X
LOC131802775,X
LOC101900370,CG42613
LOC101898034,X
LOC131802789,X
LOC131802784,X
LOC101892654,X
LOC101895854,CG10184
LOC101897136,beat-IV
LOC101890894,X
LOC131800606,X
LOC131802811,X
LOC101891660,CG4497
LOC101891359,X
LOC131802815,X
LOC101895001,X
LOC101894622,X
LOC131802841,X
LOC131802853,X
LOC131802849,X
LOC101892754,X
LOC131800611,X
LOC131805832,X
LOC101898483,X
LOC131800622,X
LOC131802856,X
LOC101894331,X
LOC101888514,Obp83b
LOC131802875,X
LOC101888341,X
LOC101888172,X
LOC101887833,Rm62
LOC109614491,X
LOC101888869,CG10280
TRNAP-UGG_6,X
TRNAP-UGG_7,X
LOC101887381,X
LOC101887208,X
LOC101888690,X
LOC101901561,X
LOC101897969,X
LOC101897631,CG33108
LOC101897462,LSm3
LOC101897807,X
LOC101895955,AGO3
LOC101895254,CHOp24
LOC101896289,X
LOC101895778,CG14020
LOC101895428,kibra
LOC131802920,X
LOC131806054,X
LOC101897018,5-HT7
LOC101900422,CanA1
LOC101900255,Alp4
LOC101899962,X
LOC101899464,dco
LOC101900714,X
LOC101892540,X
LOC101892368,X
LOC101892201,X
LOC101890292,X
LOC101892029,X
LOC101891855,X
LOC131800590,X
LOC101891503,Gycbeta100B
LOC101891686,X
LOC101890633,X
LOC109614385,X
LOC101891325,mesh
LOC101890465,bnk
LOC101890127,CG1544
LOC101889961,chp
LOC101889789,X
LOC101891153,Zwilch
LOC101889619,CG1542
LOC101890981,CG15561
LOC101889456,Vps16A
LOC101899813,CG12054
LOC131800437,X
LOC101899373,ATPsynC
LOC101898962,Keap1
LOC101898791,mRpS11
LOC101898615,Ns1
LOC101899984,snky
LOC101898538,Dad
LOC101898710,Patr-1
LOC101899004,CG3534
LOC101899295,Sf3a1
LOC101899471,Irc
LOC101899740,X
LOC101899725,Pxd
LOC101900029,Adsl
LOC101897822,X
LOC101897360,X
LOC101901213,X
LOC131803094,X
LOC131800798,X
LOC109613936,X
LOC101897463,CG12769
LOC131803616,X
LOC131803619,X
LOC101897290,X
LOC131803641,X
LOC101897105,Sox15
LOC131803647,X
LOC131803652,X
LOC101893442,CG8736
LOC101893606,X
LOC109612140,X
LOC101897907,X
LOC101898075,X
LOC101896925,EndoG
LOC131803671,X
LOC101897099,CCT5
LOC131800341,X
LOC101897567,X
LOC101897742,Shrm
TRNAK-CUU_5,X
LOC101894514,Phb2
LOC131803680,X
LOC131803677,X
LOC109613644,X
LOC131803683,X
LOC131803684,X
LOC131803365,X
LOC101897298,X
LOC105261969,X
LOC101897470,X
LOC101896584,X
LOC101897640,X
LOC131803370,X
LOC131803369,X
LOC109613033,X
LOC101897815,X
LOC101896769,X
LOC101896939,X
LOC105261970,X
LOC131804436,X
LOC131803381,X
LOC101889506,X
LOC101889666,X
LOC131803385,X
LOC131803386,X
LOC131804439,X
LOC101891694,X
LOC101887836,X
LOC101887999,X
LOC131803390,X
LOC131803391,X
LOC101892036,X
LOC105261493,X
LOC105261494,X
LOC131803401,X
LOC131803402,X
LOC131803405,X
LOC131803406,X
LOC101888693,X
LOC105261495,X
LOC101888872,X
LOC101889047,X
LOC131803687,X
LOC131803694,X
LOC101892548,X
LOC101892721,X
LOC131804442,X
LOC101893065,X
LOC131804443,X
LOC131803422,X
LOC131803696,X
LOC131803703,X
LOC131804444,X
LOC101893740,CG7737
LOC101890237,Sec6
LOC101893908,X
LOC101890411,X
LOC131803706,X
LOC131803717,X
LOC131803718,X
LOC101894495,HnRNP-K
LOC131803724,X
LOC101894655,X
LOC101895310,X
LOC101894814,X
LOC101894979,X
LOC101895141,X
LOC131803742,X
LOC101895662,wun
LOC101901254,X
LOC131803425,X
LOC131803748,X
LOC101887630,X
LOC101887795,X
LOC101887963,X
LOC131803754,X
LOC131803757,X
LOC131803761,X
LOC101887286,X
LOC101888307,X
LOC131803764,X
LOC131804447,X
LOC101892496,Cdk4
LOC101892672,Dolk
LOC131803769,X
LOC131803435,X
LOC131803779,X
LOC101893589,or
LOC101894594,CG34213
LOC101893811,RpL38
LOC101894756,CG10904
LOC131803786,X
LOC101893985,muskelin
LOC101894267,CanB2
LOC101895080,PolZ1
LOC131803804,X
LOC131803797,X
LOC131803793,X
LOC131803799,X
LOC131803809,X
LOC131803811,X
LOC101896628,Reg-5
TRNAA-UGC,X
TRNAA-UGC_1,X
TRNAA-UGC_2,X
TRNAA-UGC_3,X
TRNAA-UGC_4,X
TRNAA-UGC_5,X
TRNAA-UGC_6,X
LOC101896809,CG8635
LOC131803437,X
LOC131803823,X
LOC101897792,X
LOC105261547,X
LOC101897957,PolD2
LOC101898125,CG2021
LOC101897502,Rab3
LOC101897675,stan
LOC131803838,X
LOC131803439,X
LOC131803442,X
LOC131803446,X
LOC131803449,X
LOC131803839,X
LOC105262199,X
LOC131804454,X
LOC109613697,X
LOC131804457,X
LOC109613699,X
LOC131803845,X
LOC131803846,X
LOC131804460,X
LOC131803849,X
LOC131804468,X
LOC131803451,X
LOC131804484,X
LOC131804488,X
LOC131804490,X
LOC109614212,X
LOC105262012,X
LOC131803453,X
LOC131803852,X
LOC131803456,X
LOC131800471,X
LOC131803856,X
LOC101895434,X
LOC101888248,X
LOC131803875,X
LOC101901689,Coq9
LOC101888067,X
LOC101887897,X
LOC101900723,LRR
chitinase,X
LOC101887734,U2A
LOC101900374,X
LOC109612254,X
LOC101900080,Hyccin
LOC101899913,CG34195
LOC101899629,CG3520
LOC101887397,X
LOC131803460,X
LOC131804513,X
LOC131803463,X
LOC131804519,X
LOC101895577,X
LOC101895398,X
LOC101895224,X
LOC101895051,X
LOC101894889,X
LOC101896404,X
LOC131804534,X
LOC131803469,X
LOC131804535,X
LOC131803900,X
LOC101895912,Cpr47Eb
LOC131803905,X
LOC101896938,X
LOC101896234,Cpr47Ee
LOC131803473,X
LOC131803906,X
LOC131800558,X
LOC101890380,X
LOC131803483,X
LOC101891069,X
LOC131804538,X
LOC101894066,X
LOC131803910,X
LOC105262294,X
LOC101892415,X
LOC101892244,X
LOC101891894,X
LOC131803507,X
LOC105262295,X
LOC131803518,X
LOC105262293,X
LOC131803912,X
LOC131803536,X
LOC101895566,X
LOC101895387,X
LOC101895216,X
LOC101894563,Cpr49Aa
LOC101894396,Cpr49Ab
LOC101895045,X
LOC131803915,X
LOC101894386,Cpr49Ad
LOC131803925,X
LOC101894551,Cpr49Af
LOC101894450,Cpr49Ag
LOC131803552,X
LOC131803928,X
LOC131803930,X
LOC131803932,X
LOC101894936,Dera
LOC101895969,X
LOC131803937,X
LOC131803943,X
